timestamp,event,user,ip
2025-10-15 05:27:34,view,user146,192.168.0.50
2025-10-15 05:37:18,download,user023,192.168.1.229
2025-10-15 05:43:29,file_access,user056,192.168.1.158
2025-10-15 05:48:48,logout,user127,192.168.0.168
2025-10-15 05:51:03,download,user061,192.168.0.100
2025-10-15 05:56:33,logout,user142,192.168.1.133
2025-10-15 06:06:14,login,user094,172.16.0.61
2025-10-15 06:10:27,login,user076,192.168.0.229
2025-10-15 06:10:49,logout,user124,192.168.0.134
2025-10-15 06:13:27,file_access,user060,192.168.1.92
2025-10-15 06:17:26,view,user034,192.168.1.208
2025-10-15 06:18:22,file_access,user040,192.168.0.27
2025-10-15 06:19:26,admin,user139,192.168.0.109
2025-10-15 06:20:28,login,user067,192.168.0.80
2025-10-15 06:22:17,logout,user005,192.168.0.145
2025-10-15 06:31:04,password_change,user123,192.168.0.23
2025-10-15 06:36:53,logout,user017,10.0.0.112
2025-10-15 06:46:00,login,user126,192.168.0.56
2025-10-15 06:46:19,logout,user070,10.0.0.211
2025-10-15 06:46:41,download,user042,192.168.0.40
2025-10-15 06:48:12,download,frank,10.0.0.226
2025-10-15 06:52:14,login,user120,192.168.1.160
2025-10-15 06:52:31,file_access,user126,192.168.1.47
2025-10-15 06:52:36,logout,user140,172.16.0.40
2025-10-15 06:54:54,logout,user103,10.0.0.197
2025-10-15 06:59:49,login,bob,10.0.0.34
2025-10-15 07:00:03,logout,user082,10.0.0.205
2025-10-15 07:00:26,password_change,user102,192.168.1.249
2025-10-15 07:01:36,logout,user144,192.168.0.8
2025-10-15 07:02:22,download,user055,192.168.1.233
2025-10-15 07:05:05,login,user128,10.0.0.238
2025-10-15 07:06:42,login,user148,192.168.0.250
2025-10-15 07:09:04,login,user031,192.168.0.180
2025-10-15 07:09:19,view,user078,192.168.0.221
2025-10-15 07:12:22,logout,cao,172.16.0.145
2025-10-15 07:12:51,logout,user091,192.168.0.188
2025-10-15 07:15:15,upload,user137,10.0.0.10
2025-10-15 07:17:06,login,user062,192.168.0.249
2025-10-15 07:17:07,logout,user041,192.168.0.214
2025-10-15 07:20:54,logout,user094,172.16.0.34
2025-10-15 07:20:57,download,user144,192.168.0.152
2025-10-15 07:22:11,download,user028,10.0.0.118
2025-10-15 07:24:11,login,user135,192.168.1.161
2025-10-15 07:25:46,password_change,user002,192.168.0.106
2025-10-15 07:28:18,logout,user106,10.0.0.92
2025-10-15 07:28:39,admin,user140,192.168.1.142
2025-10-15 07:29:17,download,user035,192.168.1.187
2025-10-15 07:30:09,upload,user125,192.168.1.17
2025-10-15 07:30:16,upload,user068,192.168.1.35
2025-10-15 07:32:05,view,user086,192.168.1.223
2025-10-15 07:32:19,login,user099,10.0.0.58
2025-10-15 07:34:05,login,user044,192.168.0.18
2025-10-15 07:37:06,login,user078,192.168.0.82
2025-10-15 07:37:17,download,user124,192.168.0.95
2025-10-15 07:38:40,login,user113,192.168.0.75
2025-10-15 07:38:54,login,user038,192.168.1.96
2025-10-15 07:40:03,login,user120,192.168.0.121
2025-10-15 07:41:50,logout,user085,192.168.0.182
2025-10-15 07:43:39,download,user120,192.168.1.121
2025-10-15 07:46:03,upload,user054,192.168.0.254
2025-10-15 07:46:04,login,user013,192.168.0.248
2025-10-15 07:48:06,upload,user093,192.168.1.169
2025-10-15 07:48:06,logout,user066,192.168.0.115
2025-10-15 07:50:01,login,bob,10.0.0.50
2025-10-15 07:53:44,login,user083,10.0.0.89
2025-10-15 07:55:05,login,user096,192.168.1.95
2025-10-15 07:56:48,logout,user097,192.168.0.218
2025-10-15 07:57:22,login,user022,192.168.1.167
2025-10-15 07:57:39,error,user097,10.0.0.51
2025-10-15 07:59:33,logout,user034,10.0.0.49
2025-10-15 08:00:22,upload,user092,192.168.0.9
2025-10-15 08:00:29,login,user143,192.168.0.31
2025-10-15 08:00:31,view,user027,10.0.0.50
2025-10-15 08:01:05,upload,user125,172.16.0.243
2025-10-15 08:01:11,view,user144,192.168.1.126
2025-10-15 08:01:11,file_access,user137,192.168.0.196
2025-10-15 08:01:49,logout,user006,172.16.0.64
2025-10-15 08:02:32,download,user059,192.168.1.143
2025-10-15 08:02:33,login,user083,192.168.1.123
2025-10-15 08:02:34,login,user145,192.168.0.218
2025-10-15 08:02:43,password_change,user116,192.168.0.21
2025-10-15 08:02:59,view,user010,192.168.0.196
2025-10-15 08:03:03,logout,user128,192.168.1.37
2025-10-15 08:03:05,download,user018,10.0.0.58
2025-10-15 08:03:05,upload,user070,192.168.1.133
2025-10-15 08:04:15,upload,jenny,192.168.0.241
2025-10-15 08:04:20,login,user095,192.168.1.71
2025-10-15 08:04:35,password_change,user042,172.16.0.124
2025-10-15 08:05:07,login,user124,192.168.0.99
2025-10-15 08:05:45,logout,user024,10.0.0.32
2025-10-15 08:05:55,logout,user014,10.0.0.125
2025-10-15 08:06:26,upload,user089,192.168.1.108
2025-10-15 08:06:27,logout,user112,192.168.0.132
2025-10-15 08:06:32,upload,user037,192.168.0.112
2025-10-15 08:06:41,login,user144,192.168.1.194
2025-10-15 08:07:11,logout,user072,192.168.0.22
2025-10-15 08:07:13,file_access,user041,192.168.0.77
2025-10-15 08:07:50,login,user111,192.168.1.202
2025-10-15 08:08:08,download,user044,192.168.1.161
2025-10-15 08:08:26,logout,user096,192.168.0.224
2025-10-15 08:09:07,login,user050,172.16.0.156
2025-10-15 08:09:16,download,user115,192.168.0.20
2025-10-15 08:09:36,download,user058,10.0.0.234
2025-10-15 08:09:47,upload,user076,192.168.1.142
2025-10-15 08:10:14,download,user040,10.0.0.197
2025-10-15 08:10:50,login,user057,10.0.0.57
2025-10-15 08:11:19,upload,user127,172.16.0.16
2025-10-15 08:11:48,file_access,user041,172.16.0.251
2025-10-15 08:12:09,login,user019,192.168.1.236
2025-10-15 08:12:16,logout,user050,192.168.1.179
2025-10-15 08:12:18,logout,user119,10.0.0.252
2025-10-15 08:12:34,login,user024,10.0.0.110
2025-10-15 08:12:35,logout,user066,192.168.0.163
2025-10-15 08:12:38,upload,user028,10.0.0.71
2025-10-15 08:12:40,logout,user104,192.168.0.85
2025-10-15 08:12:59,logout,user081,192.168.1.48
2025-10-15 08:13:08,view,user039,192.168.0.72
2025-10-15 08:13:11,download,user132,192.168.0.87
2025-10-15 08:14:07,view,user048,192.168.1.145
2025-10-15 08:14:16,view,user033,192.168.1.248
2025-10-15 08:14:23,logout,user144,172.16.0.23
2025-10-15 08:14:31,upload,user141,172.16.0.215
2025-10-15 08:14:33,logout,sophia,10.0.0.109
2025-10-15 08:15:04,logout,user106,192.168.1.24
2025-10-15 08:15:50,logout,user093,192.168.1.228
2025-10-15 08:15:52,login,user115,10.0.0.116
2025-10-15 08:16:22,login,user067,192.168.0.223
2025-10-15 08:16:31,download,user035,192.168.0.179
2025-10-15 08:16:33,file_access,user017,192.168.1.14
2025-10-15 08:16:39,view,user048,10.0.0.200
2025-10-15 08:17:27,logout,user032,10.0.0.166
2025-10-15 08:17:59,login,user025,10.0.0.117
2025-10-15 08:18:30,login,charlie,192.168.0.191
2025-10-15 08:18:36,logout,user106,172.16.0.252
2025-10-15 08:18:40,view,user124,192.168.0.151
2025-10-15 08:18:56,upload,user147,192.168.1.98
2025-10-15 08:19:24,login,user076,10.0.0.245
2025-10-15 08:19:29,download,user035,172.16.0.6
2025-10-15 08:21:04,logout,user074,192.168.1.154
2025-10-15 08:21:17,upload,user113,192.168.1.102
2025-10-15 08:21:37,download,user118,192.168.1.90
2025-10-15 08:21:53,logout,user117,192.168.1.83
2025-10-15 08:23:17,file_access,user124,192.168.0.32
2025-10-15 08:23:38,admin,user149,172.16.0.229
2025-10-15 08:23:55,login,user070,192.168.1.6
2025-10-15 08:24:11,logout,user113,192.168.0.187
2025-10-15 08:24:13,upload,user127,172.16.0.200
2025-10-15 08:24:19,file_access,user078,192.168.0.225
2025-10-15 08:24:21,login,user006,172.16.0.231
2025-10-15 08:24:31,logout,user022,10.0.0.177
2025-10-15 08:25:14,download,user056,10.0.0.159
2025-10-15 08:25:17,login,user141,10.0.0.200
2025-10-15 08:26:18,logout,user032,192.168.0.218
2025-10-15 08:26:37,login,bob,192.168.0.187
2025-10-15 08:26:38,admin,user002,192.168.1.86
2025-10-15 08:26:41,login,user087,192.168.1.110
2025-10-15 08:27:05,login,user006,172.16.0.186
2025-10-15 08:27:14,download,user135,192.168.0.194
2025-10-15 08:27:16,logout,user024,192.168.0.91
2025-10-15 08:27:53,logout,user105,192.168.0.16
2025-10-15 08:28:02,login,user066,192.168.1.33
2025-10-15 08:28:35,login,user110,10.0.0.11
2025-10-15 08:29:10,download,user049,192.168.0.20
2025-10-15 08:29:17,view,user100,192.168.0.113
2025-10-15 08:29:26,login,user089,192.168.1.190
2025-10-15 08:29:33,login,user024,192.168.0.231
2025-10-15 08:29:53,login,user082,192.168.0.139
2025-10-15 08:30:04,upload,user079,192.168.0.91
2025-10-15 08:30:55,upload,user044,10.0.0.59
2025-10-15 08:30:59,logout,user064,192.168.1.136
2025-10-15 08:31:03,file_access,user058,192.168.1.115
2025-10-15 08:31:47,file_access,user106,10.0.0.133
2025-10-15 08:31:53,upload,user020,192.168.1.220
2025-10-15 08:32:13,download,user042,192.168.1.59
2025-10-15 08:32:26,login,user137,192.168.1.144
2025-10-15 08:32:48,logout,user119,192.168.1.157
2025-10-15 08:32:55,file_access,user060,172.16.0.166
2025-10-15 08:32:59,login,user147,192.168.0.157
2025-10-15 08:34:29,login,user003,172.16.0.148
2025-10-15 08:34:35,download,user069,192.168.0.124
2025-10-15 08:34:38,logout,user052,192.168.0.58
2025-10-15 08:35:02,login,user007,192.168.0.197
2025-10-15 08:35:17,file_access,user095,192.168.1.17
2025-10-15 08:36:04,view,user063,10.0.0.28
2025-10-15 08:36:11,logout,user092,10.0.0.180
2025-10-15 08:36:40,logout,user015,10.0.0.148
2025-10-15 08:36:48,view,user023,192.168.1.227
2025-10-15 08:37:10,login,user054,172.16.0.238
2025-10-15 08:37:34,logout,user073,192.168.0.209
2025-10-15 08:37:52,logout,user058,192.168.0.187
2025-10-15 08:37:56,login,user048,192.168.0.244
2025-10-15 08:38:02,logout,user113,192.168.1.14
2025-10-15 08:38:11,login,user052,10.0.0.122
2025-10-15 08:38:20,login,user070,10.0.0.155
2025-10-15 08:38:24,logout,sophia,192.168.0.82
2025-10-15 08:38:33,login,user056,192.168.0.251
2025-10-15 08:38:34,login,user125,172.16.0.46
2025-10-15 08:38:41,login,user102,192.168.0.192
2025-10-15 08:39:05,login,user101,192.168.1.182
2025-10-15 08:39:36,login,user120,192.168.0.219
2025-10-15 08:39:59,file_access,user099,192.168.1.2
2025-10-15 08:40:06,logout,user064,192.168.0.146
2025-10-15 08:40:13,login,user042,10.0.0.136
2025-10-15 08:40:34,logout,user096,192.168.1.154
2025-10-15 08:40:41,download,user107,192.168.0.217
2025-10-15 08:40:56,error,user148,172.16.0.83
2025-10-15 08:41:01,download,user135,192.168.0.243
2025-10-15 08:41:01,download,user035,192.168.1.53
2025-10-15 08:41:14,logout,user026,192.168.0.171
2025-10-15 08:41:28,logout,bob,10.0.0.237
2025-10-15 08:41:31,logout,user087,192.168.1.137
2025-10-15 08:41:32,download,user124,172.16.0.243
2025-10-15 08:41:35,upload,user004,192.168.0.225
2025-10-15 08:41:57,login,user055,192.168.0.245
2025-10-15 08:42:14,login,user092,172.16.0.220
2025-10-15 08:42:43,login,user146,192.168.0.116
2025-10-15 08:42:43,logout,user098,192.168.1.39
2025-10-15 08:42:43,logout,user110,192.168.1.48
2025-10-15 08:42:44,login,user068,192.168.0.142
2025-10-15 08:42:47,view,user011,192.168.0.196
2025-10-15 08:42:58,admin,user142,192.168.0.191
2025-10-15 08:43:31,logout,bob,10.0.0.29
2025-10-15 08:44:02,login,user009,10.0.0.55
2025-10-15 08:44:03,error,user037,192.168.0.32
2025-10-15 08:44:47,logout,user060,10.0.0.160
2025-10-15 08:45:01,file_access,user120,192.168.1.252
2025-10-15 08:45:03,upload,user101,172.16.0.10
2025-10-15 08:45:14,download,user114,10.0.0.15
2025-10-15 08:45:32,logout,user017,192.168.1.130
2025-10-15 08:45:52,file_access,user118,172.16.0.3
2025-10-15 08:46:32,logout,user079,10.0.0.205
2025-10-15 08:46:35,logout,user088,172.16.0.109
2025-10-15 08:47:13,login,user081,192.168.1.165
2025-10-15 08:47:15,login,user116,192.168.0.206
2025-10-15 08:47:39,upload,user008,192.168.0.46
2025-10-15 08:48:17,view,user147,10.0.0.24
2025-10-15 08:48:20,logout,user051,192.168.0.81
2025-10-15 08:48:21,login,user117,192.168.0.252
2025-10-15 08:48:44,login,user045,10.0.0.93
2025-10-15 08:49:34,logout,user011,192.168.0.134
2025-10-15 08:50:05,logout,user010,192.168.1.252
2025-10-15 08:50:10,logout,user105,192.168.0.121
2025-10-15 08:50:57,login,user017,172.16.0.120
2025-10-15 08:51:06,download,user029,192.168.0.248
2025-10-15 08:51:23,logout,user066,192.168.1.194
2025-10-15 08:52:17,login,user135,192.168.1.112
2025-10-15 08:52:23,login,user006,192.168.1.89
2025-10-15 08:52:27,view,user140,10.0.0.192
2025-10-15 08:53:19,view,user006,172.16.0.245
2025-10-15 08:53:26,login,user083,192.168.1.182
2025-10-15 08:53:44,login,user037,172.16.0.161
2025-10-15 08:53:48,download,user063,192.168.1.165
2025-10-15 08:54:38,login,user062,192.168.0.153
2025-10-15 08:54:48,login,user025,192.168.1.180
2025-10-15 08:54:51,login,user145,172.16.0.79
2025-10-15 08:55:10,download,user018,172.16.0.4
2025-10-15 08:55:26,login,user018,172.16.0.206
2025-10-15 08:55:56,login,user120,192.168.0.83
2025-10-15 08:55:56,error,user110,192.168.1.38
2025-10-15 08:56:35,logout,user073,172.16.0.188
2025-10-15 08:56:47,file_access,user106,10.0.0.154
2025-10-15 08:57:09,file_access,user007,10.0.0.135
2025-10-15 08:57:26,upload,user021,192.168.1.218
2025-10-15 08:57:26,logout,user066,10.0.0.106
2025-10-15 08:58:25,download,user006,192.168.1.192
2025-10-15 08:58:53,logout,user042,192.168.0.171
2025-10-15 08:59:31,logout,user029,10.0.0.195
2025-10-15 08:59:45,login,user037,10.0.0.185
2025-10-15 09:00:15,view,user062,192.168.1.234
2025-10-15 09:00:20,logout,user020,10.0.0.153
2025-10-15 09:00:33,logout,user068,172.16.0.71
2025-10-15 09:00:49,download,user039,192.168.1.7
2025-10-15 09:00:51,logout,user019,172.16.0.245
2025-10-15 09:00:53,view,user054,192.168.0.85
2025-10-15 09:00:53,login,user103,172.16.0.157
2025-10-15 09:01:04,download,user085,192.168.1.123
2025-10-15 09:01:08,login,user141,192.168.0.72
2025-10-15 09:01:24,view,user074,192.168.1.66
2025-10-15 09:01:28,login,user030,10.0.0.99
2025-10-15 09:01:36,login,user130,192.168.1.82
2025-10-15 09:01:41,login,user060,192.168.0.185
2025-10-15 09:01:43,login,rosa,10.0.0.144
2025-10-15 09:01:47,login,user094,192.168.0.81
2025-10-15 09:01:48,upload,user124,172.16.0.36
2025-10-15 09:01:55,login,user026,192.168.0.16
2025-10-15 09:02:01,login,user046,192.168.1.53
2025-10-15 09:02:18,download,user058,192.168.0.153
2025-10-15 09:03:01,logout,user018,10.0.0.57
2025-10-15 09:03:02,login,user034,192.168.1.117
2025-10-15 09:03:06,download,user101,10.0.0.140
2025-10-15 09:03:24,file_access,user094,192.168.1.32
2025-10-15 09:03:31,admin,user085,192.168.1.137
2025-10-15 09:03:42,download,user029,192.168.0.169
2025-10-15 09:04:02,download,user132,172.16.0.21
2025-10-15 09:04:13,file_access,user119,192.168.0.254
2025-10-15 09:04:22,login,user019,192.168.1.122
2025-10-15 09:04:28,logout,rosa,192.168.0.170
2025-10-15 09:04:55,login,user144,192.168.1.120
2025-10-15 09:05:03,admin,user147,192.168.0.234
2025-10-15 09:05:13,download,charlie,192.168.0.118
2025-10-15 09:05:17,logout,user119,192.168.1.138
2025-10-15 09:05:30,upload,user109,192.168.1.41
2025-10-15 09:05:31,login,user133,10.0.0.51
2025-10-15 09:05:42,password_change,user144,192.168.0.127
2025-10-15 09:05:46,login,user039,192.168.1.90
2025-10-15 09:05:54,download,user073,192.168.0.233
2025-10-15 09:05:55,login,user004,10.0.0.209
2025-10-15 09:06:02,logout,user150,192.168.1.117
2025-10-15 09:06:08,login,user007,172.16.0.96
2025-10-15 09:06:11,login,user006,192.168.1.123
2025-10-15 09:06:22,download,user065,192.168.0.149
2025-10-15 09:06:29,file_access,user023,192.168.0.151
2025-10-15 09:06:30,login,user039,10.0.0.3
2025-10-15 09:06:31,logout,user056,192.168.0.130
2025-10-15 09:06:35,logout,user149,192.168.0.159
2025-10-15 09:06:41,logout,charlie,192.168.0.216
2025-10-15 09:06:48,upload,user115,192.168.0.39
2025-10-15 09:06:55,upload,user091,192.168.1.150
2025-10-15 09:07:03,login,user035,192.168.0.27
2025-10-15 09:07:05,download,user097,192.168.0.205
2025-10-15 09:07:19,upload,user149,192.168.0.36
2025-10-15 09:07:36,error,user102,192.168.1.180
2025-10-15 09:07:39,logout,user082,192.168.0.65
2025-10-15 09:08:12,upload,user012,172.16.0.14
2025-10-15 09:08:20,login,user040,192.168.1.13
2025-10-15 09:08:26,view,user023,192.168.1.101
2025-10-15 09:08:44,view,user072,192.168.0.145
2025-10-15 09:08:48,download,user141,192.168.1.82
2025-10-15 09:09:03,upload,user056,192.168.0.193
2025-10-15 09:09:03,login,user141,172.16.0.243
2025-10-15 09:09:05,logout,user123,10.0.0.83
2025-10-15 09:09:27,logout,user105,192.168.0.9
2025-10-15 09:09:32,file_access,user146,192.168.1.27
2025-10-15 09:09:34,logout,user041,10.0.0.66
2025-10-15 09:09:35,logout,user054,192.168.0.7
2025-10-15 09:09:52,login,user069,10.0.0.214
2025-10-15 09:10:42,download,user040,172.16.0.23
2025-10-15 09:10:53,login,user026,192.168.0.48
2025-10-15 09:10:59,logout,user043,192.168.0.204
2025-10-15 09:11:13,view,user136,10.0.0.196
2025-10-15 09:11:17,logout,user107,192.168.0.70
2025-10-15 09:11:26,error,user134,192.168.0.219
2025-10-15 09:11:44,login,user118,10.0.0.117
2025-10-15 09:11:58,login,user075,192.168.1.248
2025-10-15 09:12:26,logout,user044,10.0.0.36
2025-10-15 09:12:26,upload,user098,192.168.1.173
2025-10-15 09:12:34,view,user097,192.168.0.199
2025-10-15 09:12:36,logout,user033,192.168.1.35
2025-10-15 09:12:41,login,tim,10.0.0.95
2025-10-15 09:13:05,logout,user088,192.168.0.155
2025-10-15 09:13:12,login,user067,172.16.0.176
2025-10-15 09:13:26,upload,user127,192.168.1.158
2025-10-15 09:13:44,upload,user005,192.168.1.43
2025-10-15 09:14:15,download,user061,172.16.0.10
2025-10-15 09:14:26,logout,user148,192.168.0.9
2025-10-15 09:14:36,login,user103,10.0.0.178
2025-10-15 09:14:44,upload,user092,192.168.0.28
2025-10-15 09:15:04,logout,user001,10.0.0.45
2025-10-15 09:15:06,view,user009,192.168.0.134
2025-10-15 09:15:14,login,cao,192.168.1.36
2025-10-15 09:15:21,logout,user086,192.168.0.207
2025-10-15 09:15:25,login,user148,10.0.0.243
2025-10-15 09:15:50,login,user116,192.168.1.58
2025-10-15 09:15:54,file_access,bob,192.168.1.141
2025-10-15 09:16:26,login,rosa,10.0.0.251
2025-10-15 09:16:35,logout,user003,192.168.0.198
2025-10-15 09:16:53,login,user103,192.168.0.172
2025-10-15 09:17:00,login,user002,192.168.1.111
2025-10-15 09:17:06,login,user055,192.168.0.91
2025-10-15 09:17:08,login,cao,192.168.1.116
2025-10-15 09:17:40,login,user145,192.168.0.144
2025-10-15 09:17:46,logout,user014,192.168.1.249
2025-10-15 09:17:55,upload,user050,192.168.0.80
2025-10-15 09:17:57,login,user089,192.168.0.199
2025-10-15 09:18:15,logout,frank,192.168.0.56
2025-10-15 09:18:17,login,user077,192.168.0.69
2025-10-15 09:18:20,download,user114,172.16.0.141
2025-10-15 09:18:40,view,user064,192.168.0.116
2025-10-15 09:18:41,download,user005,192.168.0.137
2025-10-15 09:18:42,login,user140,192.168.0.199
2025-10-15 09:18:43,login,user036,192.168.1.201
2025-10-15 09:18:45,logout,user004,192.168.0.178
2025-10-15 09:19:06,logout,user038,10.0.0.6
2025-10-15 09:20:26,password_change,user048,192.168.1.212
2025-10-15 09:20:30,login,user122,192.168.1.157
2025-10-15 09:20:44,login,user085,192.168.1.185
2025-10-15 09:20:48,login,user055,192.168.0.65
2025-10-15 09:21:06,login,user113,192.168.1.141
2025-10-15 09:21:09,view,user141,10.0.0.57
2025-10-15 09:21:12,view,frank,172.16.0.78
2025-10-15 09:22:01,login,user130,192.168.0.124
2025-10-15 09:22:06,login,user038,192.168.0.76
2025-10-15 09:22:19,download,user004,192.168.0.127
2025-10-15 09:22:36,login,user122,192.168.1.131
2025-10-15 09:22:39,password_change,user146,192.168.0.152
2025-10-15 09:22:41,upload,user020,192.168.0.249
2025-10-15 09:22:51,password_change,user018,192.168.1.119
2025-10-15 09:22:57,download,user071,192.168.1.241
2025-10-15 09:23:04,login,user103,192.168.1.73
2025-10-15 09:23:54,logout,user098,172.16.0.247
2025-10-15 09:23:54,view,user124,172.16.0.37
2025-10-15 09:23:59,download,user064,192.168.1.206
2025-10-15 09:24:01,password_change,user145,192.168.1.214
2025-10-15 09:24:05,password_change,user125,192.168.1.88
2025-10-15 09:24:23,login,user006,192.168.1.102
2025-10-15 09:24:44,file_access,user051,192.168.0.210
2025-10-15 09:25:00,upload,user067,192.168.1.113
2025-10-15 09:25:01,logout,user063,10.0.0.44
2025-10-15 09:25:08,logout,user098,192.168.0.136
2025-10-15 09:25:32,file_access,user015,172.16.0.203
2025-10-15 09:25:44,logout,user028,192.168.1.196
2025-10-15 09:25:46,download,user006,192.168.1.105
2025-10-15 09:25:47,download,user101,192.168.1.173
2025-10-15 09:25:54,login,user003,192.168.0.42
2025-10-15 09:26:16,logout,user032,192.168.0.146
2025-10-15 09:26:19,login,user078,192.168.0.222
2025-10-15 09:26:33,upload,user117,192.168.1.11
2025-10-15 09:26:33,login,user023,192.168.0.118
2025-10-15 09:26:33,download,user137,192.168.0.247
2025-10-15 09:26:49,upload,user103,192.168.1.211
2025-10-15 09:26:50,error,user101,10.0.0.146
2025-10-15 09:26:55,logout,user004,192.168.1.42
2025-10-15 09:27:03,file_access,user055,192.168.1.167
2025-10-15 09:27:20,download,user126,192.168.0.78
2025-10-15 09:27:27,view,user022,192.168.1.165
2025-10-15 09:27:32,logout,user147,192.168.0.201
2025-10-15 09:27:36,download,frank,192.168.1.47
2025-10-15 09:27:40,file_access,user023,192.168.1.19
2025-10-15 09:27:56,download,user081,172.16.0.95
2025-10-15 09:28:09,error,user083,192.168.1.201
2025-10-15 09:28:09,download,user149,10.0.0.76
2025-10-15 09:28:14,upload,user135,192.168.0.164
2025-10-15 09:28:15,login,user145,192.168.0.163
2025-10-15 09:28:32,logout,user052,10.0.0.70
2025-10-15 09:28:34,logout,user020,192.168.0.33
2025-10-15 09:28:39,download,user059,10.0.0.119
2025-10-15 09:29:10,file_access,user115,172.16.0.157
2025-10-15 09:29:11,login,user109,172.16.0.21
2025-10-15 09:29:15,upload,user055,10.0.0.47
2025-10-15 09:29:31,login,user115,172.16.0.181
2025-10-15 09:29:42,login,user132,192.168.1.6
2025-10-15 09:30:32,login,user065,192.168.0.7
2025-10-15 09:30:45,password_change,bob,192.168.0.124
2025-10-15 09:30:50,upload,user024,10.0.0.233
2025-10-15 09:30:55,logout,user133,172.16.0.35
2025-10-15 09:31:04,login,user079,10.0.0.108
2025-10-15 09:31:35,login,user029,10.0.0.70
2025-10-15 09:31:41,upload,user037,172.16.0.180
2025-10-15 09:31:52,file_access,user026,192.168.1.210
2025-10-15 09:32:17,upload,user026,192.168.0.89
2025-10-15 09:32:21,download,user090,192.168.1.59
2025-10-15 09:32:23,download,user131,192.168.0.67
2025-10-15 09:32:51,error,sophia,192.168.1.7
2025-10-15 09:33:08,login,user022,10.0.0.143
2025-10-15 09:33:17,logout,user088,192.168.1.46
2025-10-15 09:33:22,logout,user052,192.168.0.172
2025-10-15 09:33:25,error,user032,192.168.0.185
2025-10-15 09:33:45,login,user020,10.0.0.207
2025-10-15 09:33:47,download,user143,192.168.0.145
2025-10-15 09:34:25,login,user098,192.168.0.216
2025-10-15 09:34:25,login,user031,172.16.0.187
2025-10-15 09:34:25,logout,user088,192.168.1.72
2025-10-15 09:35:03,logout,user099,10.0.0.64
