timestamp_parsed,timestamp,event,user,ip,date,hour,minute,weekday,is_weekend,ip_clean,is_valid_ipv4,count_per_ip,unique_users_per_ip,events_per_ip_hour,secs_since_prev_event,secs_to_next_event,events_prev_10min,events_next_10min,is_peak_hour
2025-10-15 11:48:58+00:00,2025-10-15 11:48:58,download,user099,10.0.0.10,2025-10-15,11,48,2,0,10.0.0.10,1,12,12,1,16423.0,81478.0,0,0,0
2025-10-16 10:26:56+00:00,2025-10-16 10:26:56,upload,user040,10.0.0.10,2025-10-16,10,26,3,0,10.0.0.10,1,12,12,3,81478.0,10789.0,0,0,1
2025-10-16 13:26:45+00:00,2025-10-16 13:26:45,login,user145,10.0.0.10,2025-10-16,13,26,3,0,10.0.0.10,1,12,12,1,10789.0,179807.0,0,0,1
2025-10-18 15:23:32+00:00,2025-10-18 15:23:32,view,user110,10.0.0.10,2025-10-18,15,23,5,1,10.0.0.10,1,12,12,1,179807.0,7049.0,0,0,0
2025-10-18 17:21:01+00:00,2025-10-18 17:21:01,admin,user001,10.0.0.10,2025-10-18,17,21,5,1,10.0.0.10,1,12,12,1,7049.0,105326.0,0,0,0
2025-10-19 22:36:27+00:00,2025-10-19 22:36:27,password_change,user046,10.0.0.10,2025-10-19,22,36,6,1,10.0.0.10,1,12,12,1,105326.0,38978.0,0,0,0
2025-10-20 09:26:05+00:00,2025-10-20 09:26:05,logout,user035,10.0.0.10,2025-10-20,9,26,0,0,10.0.0.10,1,12,12,1,38978.0,2883.0,0,0,1
2025-10-20 10:14:08+00:00,2025-10-20 10:14:08,login,user067,10.0.0.10,2025-10-20,10,14,0,0,10.0.0.10,1,12,12,3,2883.0,76616.0,0,0,1
2025-10-21 07:31:04+00:00,2025-10-21 07:31:04,logout,user007,10.0.0.10,2025-10-21,7,31,1,0,10.0.0.10,1,12,12,2,76616.0,98712.0,0,0,0
2025-10-22 10:56:16+00:00,2025-10-22 10:56:16,view,user089,10.0.0.10,2025-10-22,10,56,2,0,10.0.0.10,1,12,12,3,98712.0,12312.0,0,0,1
2025-10-22 14:21:28+00:00,2025-10-22 14:21:28,login,user124,10.0.0.10,2025-10-22,14,21,2,0,10.0.0.10,1,12,12,1,12312.0,0.0,0,0,0
2025-10-15 22:05:55+00:00,2025-10-15 22:05:55,login,user018,10.0.0.100,2025-10-15,22,5,2,0,10.0.0.100,1,20,18,1,0.0,39503.0,0,0,0
2025-10-16 09:04:18+00:00,2025-10-16 09:04:18,upload,user059,10.0.0.100,2025-10-16,9,4,3,0,10.0.0.100,1,20,18,3,39503.0,6290.0,0,0,1
2025-10-16 10:49:08+00:00,2025-10-16 10:49:08,logout,user061,10.0.0.100,2025-10-16,10,49,3,0,10.0.0.100,1,20,18,3,6290.0,16178.0,0,0,1
2025-10-16 15:18:46+00:00,2025-10-16 15:18:46,logout,user095,10.0.0.100,2025-10-16,15,18,3,0,10.0.0.100,1,20,18,1,16178.0,80782.0,0,0,0
2025-10-17 13:45:08+00:00,2025-10-17 13:45:08,login,user123,10.0.0.100,2025-10-17,13,45,4,0,10.0.0.100,1,20,18,3,80782.0,42146.0,0,0,1
2025-10-18 01:27:34+00:00,2025-10-18 01:27:34,login,user141,10.0.0.100,2025-10-18,1,27,5,1,10.0.0.100,1,20,18,1,42146.0,119846.0,0,0,0
2025-10-19 10:45:00+00:00,2025-10-19 10:45:00,login,user032,10.0.0.100,2025-10-19,10,45,6,1,10.0.0.100,1,20,18,3,119846.0,27222.0,0,0,1
2025-10-19 18:18:42+00:00,2025-10-19 18:18:42,file_access,user110,10.0.0.100,2025-10-19,18,18,6,1,10.0.0.100,1,20,18,2,27222.0,553.0,0,1,0
2025-10-19 18:27:55+00:00,2025-10-19 18:27:55,password_change,user001,10.0.0.100,2025-10-19,18,27,6,1,10.0.0.100,1,20,18,2,553.0,62881.0,1,0,0
2025-10-20 11:55:56+00:00,2025-10-20 11:55:56,logout,user072,10.0.0.100,2025-10-20,11,55,0,0,10.0.0.100,1,20,18,1,62881.0,4938.0,0,0,0
2025-10-20 13:18:14+00:00,2025-10-20 13:18:14,download,user079,10.0.0.100,2025-10-20,13,18,0,0,10.0.0.100,1,20,18,3,4938.0,2256.0,0,0,1
2025-10-20 13:55:50+00:00,2025-10-20 13:55:50,view,user147,10.0.0.100,2025-10-20,13,55,0,0,10.0.0.100,1,20,18,3,2256.0,67627.0,0,0,1
2025-10-21 08:42:57+00:00,2025-10-21 08:42:57,upload,user147,10.0.0.100,2025-10-21,8,42,1,0,10.0.0.100,1,20,18,1,67627.0,1375.0,0,0,0
2025-10-21 09:05:52+00:00,2025-10-21 09:05:52,login,user079,10.0.0.100,2025-10-21,9,5,1,0,10.0.0.100,1,20,18,3,1375.0,5051.0,0,0,1
2025-10-21 10:30:03+00:00,2025-10-21 10:30:03,upload,user088,10.0.0.100,2025-10-21,10,30,1,0,10.0.0.100,1,20,18,3,5051.0,8207.0,0,0,1
2025-10-21 12:46:50+00:00,2025-10-21 12:46:50,logout,user081,10.0.0.100,2025-10-21,12,46,1,0,10.0.0.100,1,20,18,2,8207.0,14757.0,0,0,0
2025-10-21 16:52:47+00:00,2025-10-21 16:52:47,login,user117,10.0.0.100,2025-10-21,16,52,1,0,10.0.0.100,1,20,18,1,14757.0,47575.0,0,0,0
2025-10-22 06:05:42+00:00,2025-10-22 06:05:42,logout,user012,10.0.0.100,2025-10-22,6,5,2,0,10.0.0.100,1,20,18,1,47575.0,12604.0,0,0,0
2025-10-22 09:35:46+00:00,2025-10-22 09:35:46,download,user048,10.0.0.100,2025-10-22,9,35,2,0,10.0.0.100,1,20,18,3,12604.0,9270.0,0,0,1
2025-10-22 12:10:16+00:00,2025-10-22 12:10:16,login,user069,10.0.0.100,2025-10-22,12,10,2,0,10.0.0.100,1,20,18,2,9270.0,0.0,0,0,0
2025-10-15 10:26:19+00:00,2025-10-15 10:26:19,download,user072,10.0.0.101,2025-10-15,10,26,2,0,10.0.0.101,1,11,11,3,0.0,34907.0,0,0,1
2025-10-15 20:08:06+00:00,2025-10-15 20:08:06,download,user001,10.0.0.101,2025-10-15,20,8,2,0,10.0.0.101,1,11,11,1,34907.0,50453.0,0,0,0
2025-10-16 10:08:59+00:00,2025-10-16 10:08:59,login,user134,10.0.0.101,2025-10-16,10,8,3,0,10.0.0.101,1,11,11,3,50453.0,13070.0,0,0,1
2025-10-16 13:46:49+00:00,2025-10-16 13:46:49,login,user108,10.0.0.101,2025-10-16,13,46,3,0,10.0.0.101,1,11,11,1,13070.0,4988.0,0,0,1
2025-10-16 15:09:57+00:00,2025-10-16 15:09:57,login,user140,10.0.0.101,2025-10-16,15,9,3,0,10.0.0.101,1,11,11,1,4988.0,62810.0,0,0,0
2025-10-17 08:36:47+00:00,2025-10-17 08:36:47,upload,user047,10.0.0.101,2025-10-17,8,36,4,0,10.0.0.101,1,11,11,1,62810.0,5546.0,0,0,0
2025-10-17 10:09:13+00:00,2025-10-17 10:09:13,login,user005,10.0.0.101,2025-10-17,10,9,4,0,10.0.0.101,1,11,11,3,5546.0,95196.0,0,0,1
2025-10-18 12:35:49+00:00,2025-10-18 12:35:49,login,user145,10.0.0.101,2025-10-18,12,35,5,1,10.0.0.101,1,11,11,1,95196.0,7393.0,0,0,0
2025-10-18 14:39:02+00:00,2025-10-18 14:39:02,login,user046,10.0.0.101,2025-10-18,14,39,5,1,10.0.0.101,1,11,11,1,7393.0,68521.0,0,0,0
2025-10-19 09:41:03+00:00,2025-10-19 09:41:03,view,user067,10.0.0.101,2025-10-19,9,41,6,1,10.0.0.101,1,11,11,1,68521.0,77528.0,0,0,1
2025-10-20 07:13:11+00:00,2025-10-20 07:13:11,login,user088,10.0.0.101,2025-10-20,7,13,0,0,10.0.0.101,1,11,11,1,77528.0,0.0,0,0,0
2025-10-15 13:26:14+00:00,2025-10-15 13:26:14,login,user128,10.0.0.102,2025-10-15,13,26,2,0,10.0.0.102,1,16,16,2,0.0,11807.0,0,0,1
2025-10-15 16:43:01+00:00,2025-10-15 16:43:01,logout,user132,10.0.0.102,2025-10-15,16,43,2,0,10.0.0.102,1,16,16,1,11807.0,146564.0,0,0,0
2025-10-17 09:25:45+00:00,2025-10-17 09:25:45,login,user049,10.0.0.102,2025-10-17,9,25,4,0,10.0.0.102,1,16,16,1,146564.0,22755.0,0,0,1
2025-10-17 15:45:00+00:00,2025-10-17 15:45:00,login,user108,10.0.0.102,2025-10-17,15,45,4,0,10.0.0.102,1,16,16,2,22755.0,97231.0,0,0,0
2025-10-18 18:45:31+00:00,2025-10-18 18:45:31,file_access,user060,10.0.0.102,2025-10-18,18,45,5,1,10.0.0.102,1,16,16,1,97231.0,71372.0,0,0,0
2025-10-19 14:35:03+00:00,2025-10-19 14:35:03,logout,user118,10.0.0.102,2025-10-19,14,35,6,1,10.0.0.102,1,16,16,2,71372.0,10313.0,0,0,0
2025-10-19 17:26:56+00:00,2025-10-19 17:26:56,login,tim,10.0.0.102,2025-10-19,17,26,6,1,10.0.0.102,1,16,16,2,10313.0,60734.0,0,0,0
2025-10-20 10:19:10+00:00,2025-10-20 10:19:10,login,user008,10.0.0.102,2025-10-20,10,19,0,0,10.0.0.102,1,16,16,3,60734.0,1324.0,0,0,1
2025-10-20 10:41:14+00:00,2025-10-20 10:41:14,login,user016,10.0.0.102,2025-10-20,10,41,0,0,10.0.0.102,1,16,16,3,1324.0,2768.0,0,0,1
2025-10-20 11:27:22+00:00,2025-10-20 11:27:22,download,user002,10.0.0.102,2025-10-20,11,27,0,0,10.0.0.102,1,16,16,1,2768.0,12050.0,0,0,0
2025-10-20 14:48:12+00:00,2025-10-20 14:48:12,logout,user051,10.0.0.102,2025-10-20,14,48,0,0,10.0.0.102,1,16,16,2,12050.0,64517.0,0,0,0
2025-10-21 08:43:29+00:00,2025-10-21 08:43:29,error,user120,10.0.0.102,2025-10-21,8,43,1,0,10.0.0.102,1,16,16,1,64517.0,8139.0,0,0,0
2025-10-21 10:59:08+00:00,2025-10-21 10:59:08,download,user083,10.0.0.102,2025-10-21,10,59,1,0,10.0.0.102,1,16,16,3,8139.0,7475.0,0,0,1
2025-10-21 13:03:43+00:00,2025-10-21 13:03:43,logout,user102,10.0.0.102,2025-10-21,13,3,1,0,10.0.0.102,1,16,16,2,7475.0,8477.0,0,0,1
2025-10-21 15:25:00+00:00,2025-10-21 15:25:00,login,user074,10.0.0.102,2025-10-21,15,25,1,0,10.0.0.102,1,16,16,2,8477.0,5872.0,0,0,0
2025-10-21 17:02:52+00:00,2025-10-21 17:02:52,login,user101,10.0.0.102,2025-10-21,17,2,1,0,10.0.0.102,1,16,16,2,5872.0,0.0,0,0,0
2025-10-15 15:58:16+00:00,2025-10-15 15:58:16,login,user137,10.0.0.103,2025-10-15,15,58,2,0,10.0.0.103,1,12,12,2,0.0,16889.0,0,0,0
2025-10-15 20:39:45+00:00,2025-10-15 20:39:45,login,user101,10.0.0.103,2025-10-15,20,39,2,0,10.0.0.103,1,12,12,2,16889.0,133165.0,0,0,0
2025-10-17 09:39:10+00:00,2025-10-17 09:39:10,login,user128,10.0.0.103,2025-10-17,9,39,4,0,10.0.0.103,1,12,12,1,133165.0,97669.0,0,0,1
2025-10-18 12:46:59+00:00,2025-10-18 12:46:59,logout,user122,10.0.0.103,2025-10-18,12,46,5,1,10.0.0.103,1,12,12,1,97669.0,1947.0,0,0,0
2025-10-18 13:19:26+00:00,2025-10-18 13:19:26,download,user026,10.0.0.103,2025-10-18,13,19,5,1,10.0.0.103,1,12,12,2,1947.0,11341.0,0,0,1
2025-10-18 16:28:27+00:00,2025-10-18 16:28:27,login,cao,10.0.0.103,2025-10-18,16,28,5,1,10.0.0.103,1,12,12,2,11341.0,155129.0,0,0,0
2025-10-20 11:33:56+00:00,2025-10-20 11:33:56,logout,user020,10.0.0.103,2025-10-20,11,33,0,0,10.0.0.103,1,12,12,1,155129.0,15123.0,0,0,0
2025-10-20 15:45:59+00:00,2025-10-20 15:45:59,login,user011,10.0.0.103,2025-10-20,15,45,0,0,10.0.0.103,1,12,12,2,15123.0,9607.0,0,0,0
2025-10-20 18:26:06+00:00,2025-10-20 18:26:06,error,bob,10.0.0.103,2025-10-20,18,26,0,0,10.0.0.103,1,12,12,1,9607.0,69498.0,0,0,0
2025-10-21 13:44:24+00:00,2025-10-21 13:44:24,login,user017,10.0.0.103,2025-10-21,13,44,1,0,10.0.0.103,1,12,12,2,69498.0,96498.0,0,0,1
2025-10-22 16:32:42+00:00,2025-10-22 16:32:42,download,user073,10.0.0.103,2025-10-22,16,32,2,0,10.0.0.103,1,12,12,2,96498.0,14545.0,0,0,0
2025-10-22 20:35:07+00:00,2025-10-22 20:35:07,login,user048,10.0.0.103,2025-10-22,20,35,2,0,10.0.0.103,1,12,12,2,14545.0,0.0,0,0,0
2025-10-16 11:53:29+00:00,2025-10-16 11:53:29,upload,user037,10.0.0.104,2025-10-16,11,53,3,0,10.0.0.104,1,16,16,1,0.0,12979.0,0,0,0
2025-10-16 15:29:48+00:00,2025-10-16 15:29:48,upload,user044,10.0.0.104,2025-10-16,15,29,3,0,10.0.0.104,1,16,16,1,12979.0,8484.0,0,0,0
2025-10-16 17:51:12+00:00,2025-10-16 17:51:12,logout,user124,10.0.0.104,2025-10-16,17,51,3,0,10.0.0.104,1,16,16,3,8484.0,51513.0,0,0,0
2025-10-17 08:09:45+00:00,2025-10-17 08:09:45,view,user046,10.0.0.104,2025-10-17,8,9,4,0,10.0.0.104,1,16,16,1,51513.0,14199.0,0,0,0
2025-10-17 12:06:24+00:00,2025-10-17 12:06:24,download,user134,10.0.0.104,2025-10-17,12,6,4,0,10.0.0.104,1,16,16,2,14199.0,3366.0,0,0,0
2025-10-17 13:02:30+00:00,2025-10-17 13:02:30,download,user127,10.0.0.104,2025-10-17,13,2,4,0,10.0.0.104,1,16,16,3,3366.0,76048.0,0,0,1
2025-10-18 10:09:58+00:00,2025-10-18 10:09:58,login,user143,10.0.0.104,2025-10-18,10,9,5,1,10.0.0.104,1,16,16,3,76048.0,98837.0,0,0,1
2025-10-19 13:37:15+00:00,2025-10-19 13:37:15,logout,user029,10.0.0.104,2025-10-19,13,37,6,1,10.0.0.104,1,16,16,3,98837.0,71753.0,0,0,1
2025-10-20 09:33:08+00:00,2025-10-20 09:33:08,admin,user039,10.0.0.104,2025-10-20,9,33,0,0,10.0.0.104,1,16,16,1,71753.0,2035.0,0,0,1
2025-10-20 10:07:03+00:00,2025-10-20 10:07:03,file_access,user142,10.0.0.104,2025-10-20,10,7,0,0,10.0.0.104,1,16,16,3,2035.0,1924.0,0,0,1
2025-10-20 10:39:07+00:00,2025-10-20 10:39:07,login,user108,10.0.0.104,2025-10-20,10,39,0,0,10.0.0.104,1,16,16,3,1924.0,92411.0,0,0,1
2025-10-21 12:19:18+00:00,2025-10-21 12:19:18,download,user123,10.0.0.104,2025-10-21,12,19,1,0,10.0.0.104,1,16,16,2,92411.0,6148.0,0,0,0
2025-10-21 14:01:46+00:00,2025-10-21 14:01:46,file_access,user054,10.0.0.104,2025-10-21,14,1,1,0,10.0.0.104,1,16,16,1,6148.0,13242.0,0,0,0
2025-10-21 17:42:28+00:00,2025-10-21 17:42:28,file_access,user047,10.0.0.104,2025-10-21,17,42,1,0,10.0.0.104,1,16,16,3,13242.0,676.0,0,0,0
2025-10-21 17:53:44+00:00,2025-10-21 17:53:44,password_change,user043,10.0.0.104,2025-10-21,17,53,1,0,10.0.0.104,1,16,16,3,676.0,71309.0,0,0,0
2025-10-22 13:42:13+00:00,2025-10-22 13:42:13,logout,user096,10.0.0.104,2025-10-22,13,42,2,0,10.0.0.104,1,16,16,3,71309.0,0.0,0,0,1
2025-10-15 17:40:51+00:00,2025-10-15 17:40:51,upload,user089,10.0.0.105,2025-10-15,17,40,2,0,10.0.0.105,1,16,16,1,0.0,51992.0,0,0,0
2025-10-16 08:07:23+00:00,2025-10-16 08:07:23,login,user119,10.0.0.105,2025-10-16,8,7,3,0,10.0.0.105,1,16,16,2,51992.0,6900.0,0,0,0
2025-10-16 10:02:23+00:00,2025-10-16 10:02:23,login,user054,10.0.0.105,2025-10-16,10,2,3,0,10.0.0.105,1,16,16,3,6900.0,16543.0,0,0,1
2025-10-16 14:38:06+00:00,2025-10-16 14:38:06,login,sophia,10.0.0.105,2025-10-16,14,38,3,0,10.0.0.105,1,16,16,3,16543.0,19383.0,0,0,0
2025-10-16 20:01:09+00:00,2025-10-16 20:01:09,upload,user021,10.0.0.105,2025-10-16,20,1,3,0,10.0.0.105,1,16,16,1,19383.0,61116.0,0,0,0
2025-10-17 12:59:45+00:00,2025-10-17 12:59:45,login,user083,10.0.0.105,2025-10-17,12,59,4,0,10.0.0.105,1,16,16,3,61116.0,90739.0,0,0,0
2025-10-18 14:12:04+00:00,2025-10-18 14:12:04,download,user034,10.0.0.105,2025-10-18,14,12,5,1,10.0.0.105,1,16,16,3,90739.0,73477.0,0,0,0
2025-10-19 10:36:41+00:00,2025-10-19 10:36:41,login,user014,10.0.0.105,2025-10-19,10,36,6,1,10.0.0.105,1,16,16,3,73477.0,32252.0,0,0,1
2025-10-19 19:34:13+00:00,2025-10-19 19:34:13,password_change,user090,10.0.0.105,2025-10-19,19,34,6,1,10.0.0.105,1,16,16,1,32252.0,55479.0,0,0,0
2025-10-20 10:58:52+00:00,2025-10-20 10:58:52,view,user147,10.0.0.105,2025-10-20,10,58,0,0,10.0.0.105,1,16,16,3,55479.0,79119.0,0,0,1
2025-10-21 08:57:31+00:00,2025-10-21 08:57:31,login,user109,10.0.0.105,2025-10-21,8,57,1,0,10.0.0.105,1,16,16,2,79119.0,11787.0,0,0,0
2025-10-21 12:13:58+00:00,2025-10-21 12:13:58,login,user061,10.0.0.105,2025-10-21,12,13,1,0,10.0.0.105,1,16,16,3,11787.0,6824.0,0,0,0
2025-10-21 14:07:42+00:00,2025-10-21 14:07:42,login,charlie,10.0.0.105,2025-10-21,14,7,1,0,10.0.0.105,1,16,16,3,6824.0,80178.0,0,0,0
2025-10-22 12:24:00+00:00,2025-10-22 12:24:00,login,user068,10.0.0.105,2025-10-22,12,24,2,0,10.0.0.105,1,16,16,3,80178.0,15649.0,0,0,0
2025-10-22 16:44:49+00:00,2025-10-22 16:44:49,view,user036,10.0.0.105,2025-10-22,16,44,2,0,10.0.0.105,1,16,16,1,15649.0,5117.0,0,0,0
2025-10-22 18:10:06+00:00,2025-10-22 18:10:06,logout,user024,10.0.0.105,2025-10-22,18,10,2,0,10.0.0.105,1,16,16,1,5117.0,0.0,0,0,0
2025-10-15 08:57:26+00:00,2025-10-15 08:57:26,logout,user066,10.0.0.106,2025-10-15,8,57,2,0,10.0.0.106,1,18,17,4,0.0,5355.0,0,0,0
2025-10-15 10:26:41+00:00,2025-10-15 10:26:41,logout,user075,10.0.0.106,2025-10-15,10,26,2,0,10.0.0.106,1,18,17,2,5355.0,21492.0,0,0,1
2025-10-15 16:24:53+00:00,2025-10-15 16:24:53,logout,user027,10.0.0.106,2025-10-15,16,24,2,0,10.0.0.106,1,18,17,2,21492.0,57713.0,0,0,0
2025-10-16 08:26:46+00:00,2025-10-16 08:26:46,logout,user118,10.0.0.106,2025-10-16,8,26,3,0,10.0.0.106,1,18,17,4,57713.0,124243.0,0,0,0
2025-10-17 18:57:29+00:00,2025-10-17 18:57:29,logout,user040,10.0.0.106,2025-10-17,18,57,4,0,10.0.0.106,1,18,17,1,124243.0,4572.0,0,0,0
2025-10-17 20:13:41+00:00,2025-10-17 20:13:41,file_access,user027,10.0.0.106,2025-10-17,20,13,4,0,10.0.0.106,1,18,17,1,4572.0,45635.0,0,0,0
2025-10-18 08:54:16+00:00,2025-10-18 08:54:16,login,user112,10.0.0.106,2025-10-18,8,54,5,1,10.0.0.106,1,18,17,4,45635.0,31557.0,0,0,0
2025-10-18 17:40:13+00:00,2025-10-18 17:40:13,logout,user061,10.0.0.106,2025-10-18,17,40,5,1,10.0.0.106,1,18,17,2,31557.0,64026.0,0,0,0
2025-10-19 11:27:19+00:00,2025-10-19 11:27:19,view,user140,10.0.0.106,2025-10-19,11,27,6,1,10.0.0.106,1,18,17,1,64026.0,2706.0,0,0,0
2025-10-19 12:12:25+00:00,2025-10-19 12:12:25,upload,user127,10.0.0.106,2025-10-19,12,12,6,1,10.0.0.106,1,18,17,1,2706.0,8261.0,0,0,0
2025-10-19 14:30:06+00:00,2025-10-19 14:30:06,login,user054,10.0.0.106,2025-10-19,14,30,6,1,10.0.0.106,1,18,17,2,8261.0,1455.0,0,0,0
2025-10-19 14:54:21+00:00,2025-10-19 14:54:21,password_change,user052,10.0.0.106,2025-10-19,14,54,6,1,10.0.0.106,1,18,17,2,1455.0,34848.0,0,0,0
2025-10-20 00:35:09+00:00,2025-10-20 00:35:09,upload,user019,10.0.0.106,2025-10-20,0,35,0,0,10.0.0.106,1,18,17,1,34848.0,27905.0,0,0,0
2025-10-20 08:20:14+00:00,2025-10-20 08:20:14,login,user099,10.0.0.106,2025-10-20,8,20,0,0,10.0.0.106,1,18,17,4,27905.0,32439.0,0,0,0
2025-10-20 17:20:53+00:00,2025-10-20 17:20:53,login,user136,10.0.0.106,2025-10-20,17,20,0,0,10.0.0.106,1,18,17,2,32439.0,63026.0,0,0,0
2025-10-21 10:51:19+00:00,2025-10-21 10:51:19,upload,user063,10.0.0.106,2025-10-21,10,51,1,0,10.0.0.106,1,18,17,2,63026.0,82654.0,0,0,1
2025-10-22 09:48:53+00:00,2025-10-22 09:48:53,logout,user129,10.0.0.106,2025-10-22,9,48,2,0,10.0.0.106,1,18,17,1,82654.0,24686.0,0,0,1
2025-10-22 16:40:19+00:00,2025-10-22 16:40:19,download,user085,10.0.0.106,2025-10-22,16,40,2,0,10.0.0.106,1,18,17,2,24686.0,0.0,0,0,0
2025-10-16 15:17:03+00:00,2025-10-16 15:17:03,download,user136,10.0.0.107,2025-10-16,15,17,3,0,10.0.0.107,1,19,17,3,0.0,62558.0,0,0,0
2025-10-17 08:39:41+00:00,2025-10-17 08:39:41,login,user066,10.0.0.107,2025-10-17,8,39,4,0,10.0.0.107,1,19,17,2,62558.0,4647.0,0,0,0
2025-10-17 09:57:08+00:00,2025-10-17 09:57:08,login,user050,10.0.0.107,2025-10-17,9,57,4,0,10.0.0.107,1,19,17,2,4647.0,10893.0,0,0,1
2025-10-17 12:58:41+00:00,2025-10-17 12:58:41,logout,user026,10.0.0.107,2025-10-17,12,58,4,0,10.0.0.107,1,19,17,4,10893.0,4490.0,0,0,0
2025-10-17 14:13:31+00:00,2025-10-17 14:13:31,login,user143,10.0.0.107,2025-10-17,14,13,4,0,10.0.0.107,1,19,17,2,4490.0,78540.0,0,0,0
2025-10-18 12:02:31+00:00,2025-10-18 12:02:31,logout,rosa,10.0.0.107,2025-10-18,12,2,5,1,10.0.0.107,1,19,17,4,78540.0,74309.0,0,0,0
2025-10-19 08:41:00+00:00,2025-10-19 08:41:00,login,user069,10.0.0.107,2025-10-19,8,41,6,1,10.0.0.107,1,19,17,2,74309.0,4742.0,0,0,0
2025-10-19 10:00:02+00:00,2025-10-19 10:00:02,upload,user057,10.0.0.107,2025-10-19,10,0,6,1,10.0.0.107,1,19,17,2,4742.0,1900.0,0,0,1
2025-10-19 10:31:42+00:00,2025-10-19 10:31:42,error,user058,10.0.0.107,2025-10-19,10,31,6,1,10.0.0.107,1,19,17,2,1900.0,5547.0,0,0,1
2025-10-19 12:04:09+00:00,2025-10-19 12:04:09,login,user026,10.0.0.107,2025-10-19,12,4,6,1,10.0.0.107,1,19,17,4,5547.0,8115.0,0,0,0
2025-10-19 14:19:24+00:00,2025-10-19 14:19:24,download,user142,10.0.0.107,2025-10-19,14,19,6,1,10.0.0.107,1,19,17,2,8115.0,6543.0,0,0,0
2025-10-19 16:08:27+00:00,2025-10-19 16:08:27,logout,user106,10.0.0.107,2025-10-19,16,8,6,1,10.0.0.107,1,19,17,2,6543.0,73240.0,0,0,0
2025-10-20 12:29:07+00:00,2025-10-20 12:29:07,login,user071,10.0.0.107,2025-10-20,12,29,0,0,10.0.0.107,1,19,17,4,73240.0,11655.0,0,0,0
2025-10-20 15:43:22+00:00,2025-10-20 15:43:22,login,user092,10.0.0.107,2025-10-20,15,43,0,0,10.0.0.107,1,19,17,3,11655.0,64297.0,0,0,0
2025-10-21 09:34:59+00:00,2025-10-21 09:34:59,logout,user107,10.0.0.107,2025-10-21,9,34,1,0,10.0.0.107,1,19,17,2,64297.0,6941.0,0,0,1
